USDJPY,20240101,239,127.772,128.095,125.900,127.883,1700
USDJPY,20240101,240,127.883,128.206,126.000,127.994,1710
USDJPY,20240101,241,127.994,128.317,126.100,128.105,1720
USDJPY,20240101,242,128.105,128.428,126.200,128.216,1730
USDJPY,20240101,243,128.216,128.539,126.300,128.327,1740
USDJPY,20240101,244,128.327,128.650,126.400,128.438,1750
USDJPY,20240101,245,128.438,128.761,126.500,128.549,1760
USDJPY,20240101,246,128.549,128.872,126.600,128.660,1770
USDJPY,20240101,247,128.660,128.983,126.700,128.771,1780
USDJPY,20240101,248,128.771,129.094,126.800,128.882,1790
USDJPY,20240101,249,128.882,129.205,126.900,128.993,1800
USDJPY,20240101,250,128.993,129.316,127.000,129.104,1810
USDJPY,20240101,251,129.104,129.427,127.100,129.215,1820
USDJPY,20240101,252,129.215,129.538,127.200,129.326,1830
USDJPY,20240101,253,129.326,129.649,127.300,129.437,1840
USDJPY,20240101,254,129.437,129.760,127.400,129.548,1850
USDJPY,20240101,255,129.548,129.871,127.500,129.659,1860
USDJPY,20240101,256,129.659,129.982,127.600,129.770,1870
USDJPY,20240101,257,129.770,130.093,127.700,129.881,1880
USDJPY,20240101,258,129.881,130.204,127.800,129.992,1890
USDJPY,20240101,259,129.992,130.315,127.900,130.103,1900
